SOORTNR,FLORON,WETENSCHAP,NEDERLANDS,zeldzaamheidsklasse,trendklasse,RL2000,RL2000kort
2619,,"Calliergon cordifolium","Hartbladig nerf-puntmos",,,,
2620,,"Calliergonella cuspidata","Gewoon puntmos",,,,
2621,,"Calliergon giganteum","Groot nerf-puntmos",,,,
2623,,"Calliergon stramineum","Sliertmos",,,,
2624,,"Campylium","Goudmos (G)",,,,
2625,,"Campylium calcareum","Mergel-goudmos",,,,
2626,,"Campylium chrysophyllum","Kalk-goudmos",,,,
2627,,"Campylium elodes","Tenger goudmos",,,,
2628,,"Campylium polygamum","Gewoon goudmos",,,,
2629,,"Campylium stellatum","Sterre-goudmos",,,,
2632,,"Campylopus","Kronkelsteeltje (G)",,,,
2633,,"Campylopus brevipilus","Kortharig kronkelsteeltje",,,,
2634,,"Campylopus flexuosus","Bos-kronkelsteeltje",,,,
2635,,"Campylopus fragilis s.s.","Bossig kronkelsteeltje",,,,
2636,,"Campylopus introflexus","Grijs kronkelsteeltje",,,,
2637,,"Campylopus pyriformis","Gewoon kronkelsteeltje",,,,
2638,,"Campylopus subulatus","Loss-kronkelsteeltje",,,,
2639,,"Catoscopium","Pijpekopmos (G)",,,,
2640,,"Catoscopium nigritum","Pijpekopmos",,,,
2641,,"Ceratodon","Purpersteeltje (G)",,,,
2642,,"Ceratodon purpureus","Purpersteeltje",,,,
2643,,"Cinclidium","Koepelmos (G)",,,,
2644,,"Cinclidium stygium","Koepelmos",,,,
2645,,"Cinclidotus","Kribbenmos (G)",,,,
2646,,"Cinclidotus danubicus","Diknerf-kribbenmos",,,,
2647,,"Cinclidotus fontinaloides","Gewoon kribbenmos",,,,
2648,,"Cinclidotus riparius","Langsteel-kribbenmos",,,,
2649,,"Cirriphyllum","Haarspitsmos (G)",,,,
2650,,"Cirriphyllum crassinervium","Bossig haarspitsmos",,,,
2651,,"Cirriphyllum piliferum","Gewoon haarspitsmos",,,,
2652,,"Climacium","Boompjesmos (G)",,,,
2653,,"Climacium dendroides","Boompjesmos",,,,
2654,,"Cratoneuron","Diknerfmos (G)",,,,
2655,,"Cratoneuron commutatum","Geveerd diknerfmos",,,,
2656,,"Cratoneuron filicinum","Gewoon diknerfmos",,,,
2657,,"Cryphaea","Vliermos (G)",,,,
2658,,"Cryphaea heteromalla","Vliermos",,,,
2659,,"Ctenidium","Kammos (G)",,,,
2660,,"Ctenidium molluscum","Kammos",,,,
2661,,"Dialytrichia","Riviermos (G)",,,,
2662,,"Dialytrichia mucronata","Riviermos",,,,
2663,,"Dichodontium","Beeksterretje (G)",,,,
2664,,"Dichodontium pellucidum","Beeksterretje",,,,
2665,,"Dicranella","Pluisjesmos (G)",,,,
2666,,"Dicranella cerviculata","Krop-pluisjesmos",,,,
2667,,"Dicranella heteromalla","Gewoon pluisjesmos",,,,
2668,,"Dicranoweisia","Sikkelsterretje (G)",,,,
2669,,"Dicranoweisia cirrata","Gewoon sikkelsterretje",,,,
2670,,"Dicranoweisia crispula","Steen-sikkelsterretje",,,,
2671,,"Dicranum","Gaffeltandmos (G)",,,,
2672,,"Dicranum affine","Veen-gaffeltandmos",,,,
2673,,"Dicranum bonjeanii","Moeras-gaffeltandmos",,,,
2674,,"Dicranum flagellare","Stobben-gaffeltandmos",,,,
2675,,"Dicranum fuscescens","Eike-gaffeltandmos",,,,
2676,,"Dicranum majus","Groot gaffeltandmos",,,,
2677,,"Dicranum montanum","Bossig gaffeltandmos",,,,
2678,,"Dicranum polysetum","Gerimpeld gaffeltandmos",,,,
2679,,"Dicranum scoparium","Gewoon gaffeltandmos",,,,
2680,,"Dicranum scoparium var. curvulum",,,,,
2681,,"Dicranum scoparium var. alpestre",,,,,
2682,,"Dicranum scoparium var. scoparium",,,,,
2683,,"Dicranum spurium","Gekroesd gaffeltandmos",,,,
2684,,"Dicranum tauricum","Bros gaffeltandmos",,,,
2685,,"Didymodon","Dubbeltandmos (G)",,,,
2686,,"Didymodon rigidulus","Broedknop-dubbeltandmos",,,,
2687,,"Didymodon tophaceus","Tuf-dubbeltandmos",,,,
2688,,"Didymodon trifarius","Breedbladig dubbeltandmos",,,,
2689,,"Diphyscium","Dwergmos (G)",,,,
2690,,"Diphyscium foliosum","Dwergmos",,,,
2691,,"Distichium","Visgraatjesmos (G)",,,,
2692,,"Distichium inclinatum","Krom visgraatjesmos",,,,
2693,,"Ditrichum","Smaltandmos (G)",,,,
2694,,"Ditrichum cylindricum","Hakig smaltandmos",,,,
2695,,"Ditrichum flexicaule","Kalk-smaltandmos",,,,
2696,,"Ditrichum heteromallum","Gewoon smaltandmos",,,,
2697,,"Ditrichum lineare","Kortbladig smaltandmos",,,,
2698,,"Ditrichum pallidum","Eenhuizig smaltandmos",,,,
2699,,"Ditrichum pusillum","Klein smaltandmos",,,,
2700,,"Drepanocladus","Sikkelmos (G)",,,,
2701,,"Drepanocladus aduncus","Gewoon sikkelmos",,,,
2704,,"Drepanocladus exannulatus","Geveerd sikkelmos",,,,
2705,,"Drepanocladus fluitans","Ven-sikkelmos",,,,
2706,,"Scorpidium lycopodioides","Wolfsklauwmos",,,,
2707,,"Scorpidium revolvens","Klein schorpioenmos",,,,
2709,,"Drepanocladus sendtneri","Gekruld sikkelmos",,,,
2710,,"Scorpidium vernicosum","Geel schorpioenmos",,,,
2711,,"Encalypta","Klokhoedje (G)",,,,
2712,,"Encalypta streptocarpa","Groot klokhoedje",,,,
2713,,"Encalypta vulgaris","Klein klokhoedje",,,,
2714,,"Entodon","Cilindermos (G)",,,,
2715,,"Entodon concinnus","Cilindermos",,,,
2716,,"Entosthodon","Lentemos (G)",,,,
2717,,"Entosthodon fascicularis","Klei-lentemos",,,,
2718,,"Entosthodon obtusus","Heide-lentemos",,,,
2719,,"Ephemerum","Eendagsmos (G)",,,,
2720,,"Ephemerum cohaerens","Verdwenen eendagsmos",,,,
2721,,"Ephemerum serratum var. minutissimum",,,,,
2722,,"Ephemerum recurvifolium","Kalk-eendagsmos",,,,
2723,,"Ephemerum serratum var. serratum",,,,,
2724,,"Eucladium","Tufmos (G)",,,,
2725,,"Eucladium verticillatum","Tufmos",,,,
2726,,"Eurhynchium","Snavelmos (G)",,,,
2727,,"Eurhynchium angustirete","Grof snavelmos",,,,
2728,,"Eurhynchium hians","Klei-snavelmos",,,,
2729,,"Eurhynchium praelongum","Fijn snavelmos",,,,
2730,,"Eurhynchium pumilum","Klein snavelmos",,,,
2731,,"Eurhynchium schleicheri","Kalk-snavelmos",,,,
2732,,"Eurhynchium speciosum","Moeras-snavelmos",,,,
2733,,"Eurhynchium striatum","Geplooid snavelmos",,,,
2734,,"Fissidens","Vedermos (G)",,,,
2735,,"Fissidens adianthoides","Groot veenvedermos",,,,
2736,,"Fissidens arnoldii","Arnolds riviersvedermos",,,,
2737,,"Fissidens bryoides","Gezoomd vedermos",,,,
2738,,"Fissidens gymnandrus","Buse's riviervedermos",,,,
2739,,"Fissidens crassipes","Gewoon riviervedermos",,,,
2740,,"Fissidens cristatus var. cristatus",,,,,
2741,,"Fissidens cristatus var. mucronatus",,,,,
2742,,"Fissidens exilis","Dwerg-vedermos",,,,
2743,,"Fissidens incurvus","Gekromd vedermos",,,,
2744,,"Fissidens osmundoides","Klein veenvedermos",,,,
2745,,"Fissidens rufulus","Verdwenen riviervedermos",,,,
2746,,"Fissidens taxifolius","Klei-vedermos",,,,
2747,,"Fissidens viridulus","Klein gezoomd vedermos",,,,
2748,,"Fissidens gracilifolius","Kalksteen-vedermos",,,,
2749,,"Fontinalis","Bronmos (G)",,,,
2750,,"Fontinalis antipyretica","Bronmos",,,,
2752,,"Funaria","Krulmos (G)",,,,
2753,,"Funaria hygrometrica","Gewoon krulmos",,,,
2754,,"Grimmia","Muisjesmos (G)",,,,
2755,,"Grimmia crinita","Krijt-muisjesmos",,,,
2756,,"Grimmia curvata","Gekield muisjesmos",,,,
2758,,"Grimmia hartmanii","Druiventros-muisjesmos",,,,
2759,,"Grimmia pulvinata","Gewoon muisjesmos",,,,
2760,,"Grimmia orbicularis",,,,,
2761,,"Grimmia trichophylla","Hunebed-muisjesmos",,,,
2762,,"Gyroweisia","Voegenmos (G)",,,,
2763,,"Gyroweisia tenuis","Voegenmos",,,,
2764,,"Habrodon","Duizendpootmos (G)",,,,
2765,,"Habrodon perpusillus","Duizendpootmos",,,,
2766,,"Hedwigia","Granietmos (G)",,,,
2767,,"Hedwigia ciliata","Granietmos",,,,
2768,,"Helodium","Schansmos (G)",,,,
2769,,"Helodium blandowii","Schansmos",,,,
2770,,"Herzogiella","Pronkmos (G)",,,,
2771,,"Herzogiella seligeri","Geklauwd pronkmos",,,,
2772,,"Homalia","Spatelmos (G)",,,,
2773,,"Homalia trichomanoides","Spatelmos",,,,
2774,,"Homalothecium","Zijdemos (G)",,,,
2775,,"Homalothecium lutescens","Smaragdmos",,,,
2776,,"Homalothecium sericeum","Gewoon zijdemos",,,,
2777,,"Hookeria","Glansmos (G)",,,,
2778,,"Hookeria lucens","Glansmos",,,,
2779,,"Hygrohypnum","Schijn-klauwtjesmos (G)",,,,
2780,,"Hygrohypnum luridum","Schijn-klauwtjesmos",,,,
2781,,"Hylocomium","Etagemos (G)",,,,
2782,,"Hylocomium brevirostre","Grof etagemos",,,,
2783,,"Hylocomium splendens","Gewoon etagemos",,,,
2784,,"Hymenostomum","Vliesjesmos (G)",,,,
2785,,"Hymenostomum microstomum","Gewoon vliesjesmos",,,,
2786,,"Hypnum","Klauwtjesmos (G)",,,,
2788,,"Hypnum cupressiforme","Gewoon klauwtjesmos",,,,
2791,,"Hypnum imponens","Goud-klauwtjesmos",,,,
2792,,"Hypnum jutlandicum","Heide-klauwtjesmos",,,,
2794,,"Hypnum pratense","Leem-klauwtjesmos",,,,
2796,,"Isopterygium","Pronkmos (G)",,,,
2797,,"Isopterygium elegans","Gewoon pronkmos",,,,
2798,,"Isothecium","Palmpjesmos (G)",,,,
2799,,"Isothecium myosuroides","Knikkend palmpjesmos",,,,
2800,,"Isothecium alopecuroides","Recht palmpjesmos",,,,
2801,,"Leptobryum","Slankmos (G)",,,,
2802,,"Leptobryum pyriforme","Slankmos",,,,
2803,,"Leptodon","Slakkehuismos (G)",,,,
2804,,"Leptodon smithii","Slakkehuismos",,,,
2805,,"Leptodontium","Rietdakmos (G)",,,,
2806,,"Leptodontium flexifolium","Rietdakmos",,,,
2807,,"Leskea","Uiterwaardmos (G)",,,,
2808,,"Leskea polycarpa","Uiterwaardmos",,,,
2809,,"Leucobryum","Kussentjesmos (G)",,,,
2810,,"Leucobryum glaucum","Kussentjesmos",,,,
2811,,"Leucodon","Eekhoorntjesmos (G)",,,,
2812,,"Leucodon sciuroides","Eekhoorntjesmos",,,,
2813,,"Meesia","Langsteelmos (G)",,,,
2814,,"Meesia triquetra","Veen-langsteelmos",,,,
2815,,"Meesia uliginosa","Duin-langsteelmos",,,,
2817,,"Pohlia melanodon","Klei-peermos",,,,
2818,,"Pohlia wahlenbergii","Bleek peermos",,,,
2819,,"Mnium","Sterremos (G)",,,,
2820,,"Mnium hornum","Gewoon sterremos",,,,
2821,,"Mnium marginatum","Rood sterremos",,,,
2824,,"Mnium stellare","Blauw sterremos",,,,
2825,,"Myrinia","Schubmos (G)",,,,
2826,,"Myrinia pulvinata","Schubmos",,,,
2827,,"Neckera","Kringmos (G)",,,,
2828,,"Neckera complanata","Glad kringmos",,,,
2829,,"Neckera crispa","Groot kringmos",,,,
2830,,"Neckera pumila","Klein kringmos",,,,
2831,,"Octodiceras","Ondergedoken vedermos (G)",,,,
2832,,"Octodiceras fontanum","Ondergedoken vedermos",,,,
2833,,"Oligotrichum","Noors mos (G)",,,,
2834,,"Oligotrichum hercynicum","Noors mos",,,,
2835,,"Orthodontium","Geelsteeltje (G)",,,,
2836,,"Orthodontium lineare","Geelsteeltje",,,,
2837,,"Orthotrichum","Haarmuts (G)",,,,
2838,,"Orthotrichum affine","Gewone haarmuts",,,,
2839,,"Orthotrichum anomalum","Gesteelde haarmuts",,,,
2840,,"Orthotrichum cupulatum","Bleke haarmuts",,,,
2843,,"Orthotrichum diaphanum","Grijze haarmuts",,,,
2845,,"Orthotrichum lyellii","Broedknop-haarmuts",,,,
2846,,"Orthotrichum obtusifolium","Stompe haarmuts",,,,
2847,,"Orthotrichum pulchellum","Gekroesde haarmuts",,,,
2849,,"Orthotrichum speciosum","Ruige haarmuts",,,,
2850,,"Orthotrichum sprucei","Maas-haarmuts",,,,
2851,,"Orthotrichum stramineum","Kleine haarmuts",,,,
2852,,"Orthotrichum striatum","Gladde haarmuts",,,,
2853,,"Orthotrichum tenellum","Slanke haarmuts",,,,
2855,,"Didymodon sinuosus","Bros dubbeltandmos",,,,
2857,,"Paludella","Harlekijnmos (G)",,,,
2858,,"Paludella squarrosa","Harlekijnmos",,,,
2859,,"Phascum","Knopmos (G)",,,,
2860,,"Phascum curvicolle","Gebogen knopmos",,,,
2861,,"Phascum cuspidatum","Gewoon knopmos",,,,
2862,,"Phascum floerkeanum","Dwerg-knopmos",,,,
2863,,"Philonotis","Staartjesmos (G)",,,,
2864,,"Philonotis capillaris","Slank staartjesmos",,,,
2866,,"Philonotis fontana","Beek-staartjesmos",,,,
2867,,"Philonotis marchica","Kragge-staartjesmos",,,,
2868,,"Physcomitrella","Slibmos (G)",,,,
2869,,"Physcomitrella patens","Slibmos",,,,
2870,,"Physcomitrium","Knikkertjesmos (G)",,,,
2871,,"Physcomitrium eurystomum","Eivormig knikkertjesmos",,,,
2872,,"Physcomitrium pyriforme","Gewoon knikkertjesmos",,,,
2873,,"Physcomitrium sphaericum","Bolvormig knikkertjesmos",,,,
2874,,"Plagiomnium","Boogsterremos (G)",,,,
2876,,"Plagiomnium cuspidatum","Spits sterremos",,,,
2877,,"Plagiomnium elatum","Geel boogsterremos",,,,
2878,,"Plagiomnium rostratum","Gesnaveld boogsterremos",,,,
2879,,"Plagiomnium undulatum","Gerimpeld boogsterremos",,,,
2880,,"Plagiothecium","Platmos (G)",,,,
2881,,"Plagiothecium cavifolium","Loss-platmos",,,,
2882,,"Plagiothecium curvifolium","Geklauwd platmos",,,,
2883,,"Plagiothecium denticulatum","Glanzend platmos",,,,
2884,,"Plagiothecium denticulatum var. denticulatum",,,,,
2886,,"Plagiothecium laetum","Klein platmos",,,,
2887,,"Plagiothecium latebricola","Dwerg-platmos",,,,
2888,,"Plagiothecium nemorale","Groot platmos",,,,
2890,,"Plagiothecium denticulatum var. undulatum",,,,,
2892,,"Plagiothecium undulatum","Gerimpeld platmos",,,,
2894,,"Isothecium striatulum","Geplooid palmpjesmos",,,,
2897,,"Platygyrium","Kwastjesmos (G)",,,,
2898,,"Platygyrium repens","Kwastjesmos",,,,
2900,,"Rhynchostegium riparioides","Watervalmos",,,,
2901,,"Pleuridium","Kortsteeltje (G)",,,,
2902,,"Pleuridium acuminatum","Klein kortsteeltje",,,,
2903,,"Pleuridium subulatum","Groot kortsteeltje",,,,
2904,,"Pleurochaete","Kronkelbladmos (G)",,,,
2905,,"Pleurochaete squarrosa","Hakig kronkelbladmos",,,,
2906,,"Pleurozium","Bronsmos (G)",,,,
2907,,"Pleurozium schreberi","Bronsmos",,,,
2908,,"Pogonatum","Viltmuts (G)",,,,
2909,,"Pogonatum aloides","Gewone viltmuts",,,,
2910,,"Pogonatum nanum","Kleine viltmuts",,,,
2911,,"Pogonatum urnigerum","Grote viltmuts",,,,
2912,,"Pohlia","Peermos (G)",,,,
2913,,"Pohlia bulbifera","Bolletjes-peermos",,,,
2914,,"Pohlia camptotrachela","Korreltjes-peermos",,,,
2915,,"Pohlia cruda","Glanzend peermos",,,,
2916,,"Pohlia elongata","Lang peermos",,,,
2917,,"Pohlia lescuriana","Rood knolletjes-peermos",,,,
2918,,"Pohlia lutescens","Geel knolletjes-peermos",,,,
2919,,"Pohlia muyldermansii","Draadjes-peermos",,,,
2920,,"Pohlia nutans","Gewoon peermos",,,,
2921,,"Polytrichum","Haarmos (G)",,,,
2923,,"Polytrichum commune","Gewoon haarmos",,,,
2924,,"Polytrichum formosum","Fraai haarmos",,,,
2926,,"Polytrichum longisetum","Gerand haarmos",,,,
2927,,"Polytrichum piliferum","Ruig haarmos",,,,
2928,,"Pottia","Kleimos (G)",,,,
2929,,"Pottia bryoides","Gesloten kleimos",,,,
2930,,"Pottia davalliana var. conica",,,,,
2931,,"Pottia davalliana var. davalliana",,,,,
2932,,"Pottia heimii","Zilt kleimos",,,,
2933,,"Pottia lanceolata","Muur-kleimos",,,,
2934,,"Pottia starckeana","Wrattig kleimos",,,,
2935,,"Pottia truncata var. major",,,,,
2936,,"Pottia truncata var. truncata",,,,,
2937,,"Pseudephemerum","Vals kortsteeltje (G)",,,,
2938,,"Pseudephemerum nitidum","Vals kortsteeltje",,,,
2939,,"Pseudobryum","Zwartsteelsterremos (G)",,,,
2940,,"Pseudobryum cinclidioides","Zwartsteelsterremos",,,,
2941,,"Pseudoscleropodium","Groot laddermos (G)",,,,
2942,,"Pseudoscleropodium purum","Groot laddermos",,,,
2943,,"Pterygoneurum","Plaatjesmos (G)",,,,
2944,,"Pterygoneurum lamellatum","Langstelig plaatjesmos",,,,
2945,,"Pterygoneurum ovatum","Kortstelig plaatjesmos",,,,
2946,,"Ptilium","Struisveermos (G)",,,,
2947,,"Ptilium crista-castrensis","Struisveermos",,,,
2948,,"Ptychomitrium","Plooimuts (G)",,,,
2949,,"Ptychomitrium polyphyllum","Plooimuts",,,,
2950,,"Pylaisia","Boommos (G)",,,,
2951,,"Pylaisia polyantha","Boommos",,,,
2952,,"Racomitrium","Bisschopsmuts (G)",,,,
2953,,"Racomitrium aciculare","Oever-bisschopsmuts",,,,
2954,,"Racomitrium canescens","Grijze bisschopsmuts",,,,
2955,,"Racomitrium canescens var. canescens",,,,,
2956,,"Racomitrium canescens var. ericoides",,,,,
2957,,"Racomitrium fasciculare","Kale bisschopsmuts",,,,
2958,,"Racomitrium heterostichum","Hunebed-bisschopsmuts",,,,
2959,,"Racomitrium lanuginosum","Heide-bisschopsmuts",,,,
2960,,"Rhizomnium","Viltsterremos (G)",,,,
2961,,"Rhizomnium pseudopunctatum","Trilveen-viltsterremos",,,,
2962,,"Rhizomnium punctatum","Gewoon viltsterremos",,,,
2963,,"Rhodobryum","Rozetmos (G)",,,,
2964,,"Rhodobryum roseum","Rozetmos",,,,
2965,,"Rhynchostegiella","Fijn snavelmos (G)",,,,
2966,,"Conardia compacta","Vlechtmos",,,,
2967,,"Rhynchostegiella curviseta","Dwerg-snavelmos",,,,
2968,,"Rhynchostegiella tenella","Slank snavelmos",,,,
2969,,"Rhynchostegium","Snavelmos (G)",,,,
2970,,"Rhynchostegium confertum","Boom-snavelmos",,,,
2971,,"Rhynchostegium megapolitanum","Duin-snavelmos",,,,
2972,,"Rhynchostegium murale","Muur-snavelmos",,,,
2973,,"Rhynchostegium rotundifolium","Rondbladig snavelmos",,,,
2974,,"Rhytidiadelphus","Haakmos (G)",,,,
2975,,"Rhytidiadelphus loreus","Riempjesmos",,,,
2976,,"Rhytidiadelphus squarrosus","Gewoon haakmos",,,,
2977,,"Rhytidiadelphus triquetrus","Pluimstaartmos",,,,
2978,,"Rhytidium","Buizerdmos (G)",,,,
2979,,"Rhytidium rugosum","Buizerdmos",,,,
2980,,"Schistidium","Achterlichtmos (G)",,,,
2981,,"Schistidium rivulare","Rivier-achterlichtmos",,,,
2983,,"Schistidium apocarpum","Gewoon achterlichtmos",,,,
2986,,"Schistidium maritimum","Zee-achterlichtmos",,,,
2987,,"Scleropodium","Vossestaartmos (G)",,,,
2988,,"Scleropodium cespitans","Vossestaartmos",,,,
2990,,"Scorpidium","Schorpioenmos (G)",,,,
2991,,"Scorpidium scorpioides","Rood schorpioenmos",,,,
2992,,"Seligeria","Penseelmos (G)",,,,
2993,,"Seligeria calcarea","Mergel-penseelmos",,,,
2994,,"Seligeria recurvata","Gebogen penseelmos",,,,
2995,,"Sphagnum","Veenmos",,,,
2996,,"Sphagnum denticulatum","Groot veenmos",,,,
2999,,"Sphagnum balticum","Baltisch veenmos",,,,
3001,,"Sphagnum compactum","Kussentjesveenmos",,,,
3002,,"Sphagnum contortum","Slap veenmos",,,,
3004,,"Sphagnum cuspidatum","Waterveenmos",,,,
3005,,"Sphagnum recurvum var. brevifolium",,,,,
3006,,"Sphagnum fimbriatum","Gewimperd veenmos",,,,
3007,,"Sphagnum recurvum var. recurvum",,,,,
3008,,"Sphagnum fuscum","Bruin veenmos",,,,
3009,,"Sphagnum girgensohnii","Gerafeld veenmos",,,,
3010,,"Sphagnum imbricatum","Kam-veenmos",,,,
3011,,"Sphagnum magellanicum","Hoogveenmos",,,,
3012,,"Sphagnum majus","Dof veenmos",,,,
3013,,"Sphagnum molle","Week veenmos",,,,
3015,,"Sphagnum palustre","Gewoon veenmos",,,,
3016,,"Sphagnum papillosum","Wrattig veenmos",,,,
3017,,"Sphagnum platyphyllum","Bolbladig veenmos",,,,
3018,,"Sphagnum pulchrum","Vijfrijig veenmos",,,,
3019,,"Sphagnum quinquefarium","Bos-veenmos",,,,
3021,,"Sphagnum riparium","Uitgebeten veenmos",,,,
3022,,"Sphagnum russowii","Violet veenmos",,,,
3023,,"Sphagnum squarrosum","Haakveenmos",,,,
3024,,"Sphagnum subnitens","Glanzend veenmos",,,,
3026,,"Sphagnum subsecundum","Moeras-veenmos",,,,
3027,,"Sphagnum tenellum","Zacht veenmos",,,,
3028,,"Sphagnum teres","Sparrig veenmos",,,,
3030,,"Splachnum","Kruikmos (G)",,,,
3031,,"Splachnum ampullaceum","Kruikmos",,,,
3032,,"Taxiphyllum","Komkommermos (G)",,,,
3033,,"Taxiphyllum wissgrillii","Komkommermos",,,,
3034,,"Tetraphis","Viertandmos (G)",,,,
3035,,"Tetraphis pellucida","Viertandmos",,,,
3036,,"Tetraplodon","Braakbalmos (G)",,,,
3037,,"Tetraplodon mnioides","Braakbalmos",,,,
3038,,"Thamnobryum","Struikmos (G)",,,,
3039,,"Thamnobryum alopecurum","Struikmos",,,,
3040,,"Thuidium","Thujamos (G)",,,,
3041,,"Thuidium abietinum","Sparremos",,,,
3044,,"Thuidium philibertii","Zweep-thujamos",,,,
3045,,"Thuidium recognitum","Stug thujamos",,,,
3046,,"Thuidium tamariscinum","Gewoon thujamos",,,,
3048,,"Homalothecium nitens","Viltig zijdemos",,,,
3049,,"Tortella","Kronkelbladmos (G)",,,,
3050,,"Tortella flavovirens","Duin-kronkelbladmos",,,,
3051,,"Tortella flavovirens var. flavovirens",,,,,
3052,,"Tortella flavovirens var. glareicola",,,,,
3053,,"Tortella fragilis","Bros kronkelbladmos",,,,
3054,,"Tortella inclinata","Viltig kronkelbladmos",,,,
3055,,"Tortella tortuosa","Gerimpeld kronkelbladmos",,,,
3056,,"Tortula","Sterretje (G)",,,,
3058,,"Tortula intermedia","Middelst muursterretje",,,,
3059,,"Tortula laevipila","Boomsterretje",,,,
3062,,"Tortula latifolia","Riviersterretje",,,,
3063,,"Tortula marginata","Klein muursterretje",,,,
3064,,"Tortula muralis","Gewoon muursterretje",,,,
3065,,"Tortula papillosa","Nerfbroedkorrelsterretje",,,,
3066,,"Tortula ruralis var. ruraliformis","Groot duinsterretje",,,,
3067,,"Tortula ruralis","Groot muur- en duinsterretje",,,,
3068,,"Tortula subulata","Langkapselsterretje",,,,
3069,,"Tortula virescens","Uitgerand muursterretje",,,,
3070,,"Trematodon","Langhalsmos (G)",,,,
3071,,"Trematodon ambiguus","Langhalsmos",,,,
3072,,"Trichostomum","Haartandmos (G)",,,,
3073,,"Trichostomum crispulum","Haartandmos",,,,
3074,,"Ulota","Kroesmos (G)",,,,
3075,,"Ulota bruchii","Knots-kroesmos",,,,
3076,,"Ulota coarctata","Stijf kroesmos",,,,
3077,,"Ulota crispa","Trompet-kroesmos",,,,
3078,,"Ulota phyllantha","Broedkorrel-kroesmos",,,,
3079,,"Weissia","Paarlmos (G)",,,,
3080,,"Weissia controversa","Gewoon paarlmos",,,,
3082,,"Weissia longifolia","Kogeltjes-paarlmos",,,,
3083,,"Weissia rostellata","Dwerg-paarlmos",,,,
3085,,"Zygodon","Iepemos (G)",,,,
3086,,"Zygodon conoideus","Staafjes-iepemos",,,,
3087,,"Zygodon viridissimus","Gewoon iepemos",,,,
3088,,"Zygodon viridissimus var. rupestris","Gewoon iepemos (var. rupestris)",,,,
3089,,"Zygodon viridissimus var. stirtonii","Gewoon iepemos (var. stirtonii)",,,,
3090,,"Zygodon viridissimus var. viridissimus","Gewoon iepemos (var. viridissimus)",,,,
3096,,"Bryum torquescens","Zonne-knikmos",,,,
3103,,"Calliergonella","Puntmos (G)",,,,
3112,,"Drepanocladus uncinatus","Geplooid sikkelmos",,,,
3113,,"Ephemerum serratum","Ongenerfd eendagsmos",,,,
3120,,"Homomallium","Pluchemos (G)",,,,
3121,,"Homomallium incurvatum","Pluchemos",,,,
3125,,"Hymenostomum squarrosum","Vertakt vliesjesmos",,,,
3132,,"Orthotrichum pumilum","Dwerg-haarmuts",,,,
3139,,"Philonotis calcarea","Groot staartjesmos",,,,
3142,,"Plagiomnium affine","Rondbladig boogsterremos",,,,
3143,,"Plagiomnium ellipticum","Stomptandig boogsterremos",,,,
3144,,"Plagiopus","Driekantmos (G)",,,,
3145,,"Plagiopus oederi","Driekantmos",,,,
3147,,"Pleuridium palustre","Veen-kortsteeltje",,,,
3151,,"Polytrichum juniperinum","Zand-haarmos",,,,
3152,,"Pottia davalliana","Dwerg-kleimos",,,,
3153,,"Pottia truncata","Gewoon kleimos",,,,
3172,,"Sphagnum capillifolium","Stijf veenmos",,,,
3174,,"Sphagnum rubellum","Rood veenmos",,,,
3178,,"Desmatodon guepinii","Krijt-kleimos",,,,
3180,,"Tortula ruralis var. ruralis","Groot muursterretje",,,,
3184,,"Fissidens cristatus","Kalk-vedermos",,,,
3186,,"Thuidium delicatulum","Fraai thujamos",,,,
3189,,"Desmatodon","Kleimos (G)",,,,
3190,,"Grimmia arenaria","Gekromd muisjesmos",,,,
3191,,"Tortula calcicolens","Klein duinsterretje",,,,
3192,,"Tortula vahliana","Rozetsterretje",,,,
3197,,"Weissia fallax","Limburgs paarlmos",,,,
3202,,"Atrichum angustatum","Rood rimpelmos",,,,
3204,,"Bryum alpinum","Pracht-knikmos",,,,
3208,,"Dicranodontium denudatum","Priembladmos",,,,
3212,,"Polytrichum alpinum","Berg-haarmos",,,,
3213,,"Aloina brevirostris","Knop-aloemos",,,,
3214,,"Brachythecium oedipodium","IJl dikkopmos",,,,
3215,,"Bryum donianum","Dikrandknikmos",,,,
3216,,"Cirriphyllum reichenbachianum","Klein haarspitsmos",,,,
3217,,"Dicranodontium","Priembladmos (G)",,,,
3218,,"Distichium capillaceum","Recht visgraatjesmos",,,,
3219,,"Grimmia anodon","Peristoomloos muisjesmos",,,,
3220,,"Grimmia laevigata","Dikblad-muisjesmos",,,,
3221,,"Herzogiella striatella","Klein pronkmos",,,,
3222,,"Hypnum pallescens","Klein klauwtjesmos",,,,
3223,,"Leptobarbula",,,,,
3224,,"Leptobarbula berica","Kalksteenmos",,,,
3225,,"Orthotrichum rupestre","Sterretjes-haarmuts",,,,
3226,,"Philonotis seriata","Kantig staartjesmos",,,,
3227,,"Plagiomnium medium","Berg-boogsterremos",,,,
3228,,"Pohlia andalusica","Rood broedknop-peermos",,,,
3229,,"Pohlia annotina","Gewoon broedknop-peermos",,,,
3230,,"Pottia recta","Kleinst kleimos",,,,
3231,,"Pterigynandrum","Stekeltjesmos (G)",,,,
3232,,"Pterigynandrum filiforme","Stekeltjesmos",,,,
3233,,"Racomitrium canescens var. intermedium",,,,,
3234,,"Rhynchostegiella jacquinii","Spat-snavelmos",,,,
